STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     4931;19530101;   5;   -1.6;   5.1;   5.3;  949.00;   93.00;   2.4;   -0.6;   -3.9;   -999;   4.0;   0.7;   7;     -999;   0;eor
     4931;19530102;   5;   -2.1;   4.8;   8.0;  956.20;   92.00;   4.8;   -1.2;   -2.3;   -999;   7.5;   1.6;   7;     -999;   1;eor
     4931;19530103;   5;   -2.8;   4.7;   8.0;  958.70;   94.00;   2.1;   -1.9;   -3.3;   -999;   5.2;   1.0;   7;     -999;   3;eor
     4931;19530104;   5;   -2.2;   4.7;   8.0;  965.40;   90.00;   3.0;   -1.4;   -4.0;   -999;   4.3;   0.6;   7;     -999;   5;eor
     4931;19530105;   5;   -3.0;   4.5;   8.0;  968.70;   90.00;   3.7;   -1.6;   -3.7;   -999;   5.0;   0.2;   7;     -999;   6;eor
     4931;19530106;   5;   -3.3;   4.3;   8.0;  958.80;   90.00;   1.9;   -2.7;   -4.3;   -999;   4.2;   1.0;   7;     -999;   5;eor
     4931;19530107;   5;   -3.9;   4.3;   8.0;  956.20;   92.00;   3.2;   -3.1;   -4.2;   -999;   4.4;   1.1;   7;     -999;   6;eor
     4931;19530108;   5;   -3.0;   4.7;   8.0;  964.70;   96.00;   1.4;   -2.4;   -4.3;   -999;   3.3;   0.3;   7;     -999;   8;eor
     4931;19530109;   5;   -2.0;   4.7;   7.3;  969.20;   89.00;   4.0;   -1.0;   -3.4;   -999;  12.5;   1.0;   7;     -999;   8;eor
     4931;19530110;   5;   -0.7;   5.3;   8.0;  968.30;   90.00;   5.2;    0.2;   -2.4;   -999;  12.0;   0.5;   8;     -999;   9;eor
     4931;19530111;   5;   -3.2;   4.3;   7.0;  979.40;   84.00;   2.4;   -0.5;   -5.7;   -999;   5.0;   0.0;   7;     -999;   8;eor
     4931;19530112;   5;   -4.9;   3.7;   8.0;  982.20;   88.00;   1.2;   -4.1;   -7.6;   -999;   3.4;   0.0;   7;     -999;   7;eor
     4931;19530113;   5;   -5.2;   3.7;   3.0;  980.80;   87.00;   1.2;   -1.7;   -7.2;   -999;   3.6;   0.0;   0;     -999;   7;eor
     4931;19530114;   5;   -5.9;   3.5;   8.0;  976.60;   91.00;   0.4;   -4.2;  -11.8;   -999;   1.6;   0.0;   0;     -999;   6;eor
     4931;19530115;   5;   -4.5;   3.5;   5.0;  976.60;   76.00;   2.3;   -0.9;   -6.8;   -999;   4.2;   0.2;   7;     -999;   6;eor
     4931;19530116;   5;   -2.7;   4.4;   8.0;  975.90;   87.00;   1.2;   -1.5;   -7.2;   -999;   4.0;   0.5;   8;     -999;   7;eor
     4931;19530117;   5;   -1.0;   5.2;   8.0;  976.00;   92.00;   1.9;    0.0;   -2.4;   -999;   6.0;   0.0;   0;     -999;   6;eor
     4931;19530118;   5;   -2.4;   4.5;   8.0;  978.60;   89.00;   1.8;   -0.7;   -3.0;   -999;   3.4;   0.4;   8;     -999;   6;eor
     4931;19530119;   5;   -0.6;   5.2;   8.0;  981.00;   91.00;   2.2;    0.6;   -3.2;   -999;   4.0;   1.7;   8;     -999;   6;eor
     4931;19530120;   5;   -2.0;   4.7;   3.3;  984.20;   85.00;   1.5;    1.2;   -4.1;   -999;   3.9;   0.0;   0;     -999;   6;eor
     4931;19530121;   5;   -4.6;   3.5;   5.3;  981.40;   82.00;   1.1;   -0.9;  -12.8;   -999;   2.6;   0.0;   0;     -999;   5;eor
     4931;19530122;   5;   -0.1;   5.1;   8.0;  977.20;   85.00;   1.2;    1.8;   -2.8;   -999;   2.9;   0.0;   0;     -999;   5;eor
     4931;19530123;   5;    1.1;   5.6;   8.0;  972.80;   85.00;   1.3;    1.9;   -0.5;   -999;   4.0;   0.0;   7;     -999;   5;eor
     4931;19530124;   5;   -0.4;   4.8;   3.3;  969.40;   79.00;   3.6;    3.1;   -2.0;   -999;   6.2;   0.0;   0;     -999;   4;eor
     4931;19530125;   5;    0.0;   5.5;   7.3;  961.50;   87.00;   2.9;    3.3;   -4.9;   -999;   8.9;   2.3;   7;     -999;   4;eor
     4931;19530126;   5;   -1.5;   5.2;   7.0;  974.40;   93.00;   1.9;   -0.1;   -2.0;   -999;   4.2;   0.0;   7;     -999;   5;eor
     4931;19530127;   5;   -1.0;   4.4;   7.7;  976.20;   82.00;   4.4;    1.3;   -9.7;   -999;  11.5;   0.0;   1;     -999;   5;eor
     4931;19530128;   5;    3.9;   6.9;   8.0;  974.60;   87.00;   7.6;    4.7;    1.2;   -999;  14.0;   0.0;   1;     -999;   3;eor
     4931;19530129;   5;    4.8;   6.9;   8.0;  976.70;   79.00;   5.5;    5.5;    3.3;   -999;  11.9;   0.0;   1;     -999;   0;eor
     4931;19530130;   5;    4.4;   7.3;   3.7;  975.10;   85.00;   2.4;    9.5;    2.8;   -999;   5.3;   0.0;   0;     -999;   0;eor
     4931;19530131;   5;    2.0;   5.6;   6.7;  958.00;   76.00;   8.5;   10.4;   -0.3;   -999;  22.2;   9.8;   7;     -999;   0;eor
     4931;19530201;   5;   -0.8;   5.3;   8.0;  954.60;   95.00;  11.1;    0.1;   -2.4;   -999;  16.0;   0.7;   7;     -999;   8;eor
     4931;19530202;   5;   -1.4;   4.9;   6.7;  963.80;   89.00;   4.5;    0.8;   -3.5;   -999;   9.9;   0.9;   7;     -999;  16;eor
     4931;19530203;   5;   -1.4;   5.1;   8.0;  975.00;   91.00;   3.5;   -0.8;   -2.1;   -999;   7.1;   2.0;   7;     -999;  18;eor
     4931;19530204;   5;   -1.5;   4.8;   7.7;  972.80;   88.00;   3.7;   -0.6;   -2.8;   -999;  15.0;   0.0;   7;     -999;  18;eor
     4931;19530205;   5;   -1.6;   4.5;   8.0;  961.00;   83.00;   7.6;    0.0;   -2.7;   -999;  17.9;   2.5;   7;     -999;  16;eor
     4931;19530206;   5;   -2.5;   4.8;   8.0;  957.90;   92.00;   4.5;   -0.6;   -3.8;   -999;   8.2;   5.2;   7;     -999;  25;eor
     4931;19530207;   5;   -7.7;   2.9;   7.3;  963.40;   84.00;   3.4;   -3.8;   -9.1;   -999;   6.1;   0.4;   7;     -999;  35;eor
     4931;19530208;   5;   -9.4;   2.3;   2.0;  967.80;   77.00;   3.0;   -5.6;  -14.4;   -999;   5.3;   0.0;   7;     -999;  34;eor
     4931;19530209;   5;   -1.4;   4.4;   6.7;  956.40;   80.00;   5.9;    2.0;  -10.4;   -999;  13.0;   1.8;   8;     -999;  28;eor
     4931;19530210;   5;    2.8;   6.0;   8.0;  941.60;   81.00;   9.0;    5.0;    0.0;   -999;  17.0;   2.7;   8;     -999;  24;eor
     4931;19530211;   5;    1.2;   4.9;   6.3;  940.20;   75.00;   4.6;    3.9;   -1.5;   -999;  15.0;   0.3;   7;     -999;  12;eor
     4931;19530212;   5;    0.0;   5.9;   8.0;  950.20;   95.00;   2.3;    1.7;   -0.9;   -999;   5.4;   2.3;   8;     -999;   8;eor
     4931;19530213;   5;   -0.2;   5.6;   8.0;  965.00;   94.00;   1.6;    0.4;   -1.0;   -999;   5.2;   0.6;   8;     -999;   9;eor
     4931;19530214;   5;   -1.0;   4.7;   7.3;  966.70;   82.00;   3.0;    0.8;   -2.0;   -999;   7.0;   0.1;   7;     -999;  10;eor
     4931;19530215;   5;   -3.4;   3.6;   8.0;  967.90;   75.00;   5.0;   -1.4;   -4.2;   -999;  12.1;   0.0;   0;     -999;  10;eor
     4931;19530216;   5;   -4.4;   3.5;   6.3;  970.60;   76.00;   4.7;   -2.7;   -5.2;   -999;   8.2;   0.0;   7;     -999;  10;eor
     4931;19530217;   5;   -4.2;   3.3;   7.3;  973.00;   76.00;   1.9;   -0.9;   -7.5;   -999;   9.3;   0.9;   8;     -999;  10;eor
     4931;19530218;   5;    1.4;   6.3;   8.0;  971.10;   94.00;   3.1;    3.1;   -5.1;   -999;   7.8;   2.3;   8;     -999;   8;eor
     4931;19530219;   5;    3.6;   7.1;   8.0;  970.40;   89.00;   2.0;    6.2;    1.2;   -999;   5.8;   1.1;   1;     -999;   4;eor
     4931;19530220;   5;    4.7;   7.3;   5.0;  976.00;   85.00;   2.1;    9.2;    2.2;   -999;   5.8;   0.2;   1;     -999;   2;eor
     4931;19530221;   5;    4.6;   6.4;   6.3;  981.10;   77.00;   4.7;    8.7;    0.3;   -999;   8.5;   0.0;   0;     -999;   0;eor
     4931;19530222;   5;    5.6;   6.8;   7.3;  982.00;   76.00;   4.1;    8.1;    2.3;   -999;   7.2;   0.0;   0;     -999;   0;eor
     4931;19530223;   5;    5.2;   7.2;   8.0;  977.90;   81.00;   2.5;    6.4;    4.6;   -999;   4.2;   0.0;   0;     -999;   0;eor
     4931;19530224;   5;    3.2;   6.0;   5.3;  978.60;   75.00;   1.9;    6.1;    1.4;   -999;   4.4;   0.0;   0;     -999;   0;eor
     4931;19530225;   5;    5.2;   6.4;   0.0;  981.80;   74.00;   2.3;   10.5;   -1.2;   -999;   8.0;   0.0;   0;     -999;   0;eor
     4931;19530226;   5;    4.9;   5.5;   1.7;  984.20;   64.00;   3.0;   10.9;    0.7;   -999;   7.2;   0.0;   0;     -999;   0;eor
     4931;19530227;   5;    4.0;   5.6;   0.3;  983.60;   72.00;   1.6;   10.9;   -2.5;   -999;   4.8;   0.0;   0;     -999;   0;eor
     4931;19530228;   5;    4.9;   5.7;   0.3;  985.50;   67.00;   2.8;   10.7;   -0.8;   -999;   5.6;   0.0;   0;     -999;   0;eor
     4931;19530301;   5;    3.0;   5.2;   0.7;  985.20;   70.00;   4.2;    8.0;   -0.8;   -999;   8.0;   0.0;   0;     -999;   0;eor
     4931;19530302;   5;    3.6;   4.9;   0.3;  985.60;   64.00;   1.7;    9.7;   -2.3;   -999;   4.6;   0.0;   0;     -999;   0;eor
     4931;19530303;   5;    5.5;   4.4;   3.7;  985.40;   56.00;   1.7;   13.1;   -4.2;   -999;   5.1;   0.0;   0;     -999;   0;eor
     4931;19530304;   5;    3.8;   5.9;   5.0;  983.50;   73.00;   1.7;   11.2;   -1.6;   -999;   5.0;   0.0;   0;     -999;   0;eor
     4931;19530305;   5;    3.5;   6.9;   5.3;  985.80;   87.00;   2.1;    5.8;    1.8;   -999;   5.2;   0.0;   1;     -999;   0;eor
     4931;19530306;   5;    4.8;   5.7;   0.0;  985.20;   68.00;   1.3;   11.2;   -0.9;   -999;   2.9;   0.0;   0;     -999;   0;eor
     4931;19530307;   5;    3.2;   5.3;   7.0;  975.60;   69.00;   4.8;    9.8;   -2.0;   -999;  14.5;   0.1;   8;     -999;   0;eor
     4931;19530308;   5;   -0.3;   4.3;   4.0;  982.40;   70.00;   3.9;    3.6;   -1.4;   -999;  10.2;   0.0;   7;     -999;   0;eor
     4931;19530309;   5;    1.1;   4.5;   1.3;  983.90;   70.00;   2.1;    5.7;   -3.7;   -999;   7.5;   0.0;   0;     -999;   0;eor
     4931;19530310;   5;    2.5;   5.1;   3.0;  986.80;   70.00;   2.9;    7.2;    0.2;   -999;   8.0;   0.0;   0;     -999;   0;eor
     4931;19530311;   5;    0.8;   5.5;   7.7;  975.90;   85.00;   3.2;    3.7;   -0.6;   -999;  14.2;   2.4;   8;     -999;   0;eor
     4931;19530312;   5;    1.4;   6.0;   6.3;  979.50;   88.00;   2.7;    3.4;    0.6;   -999;   4.2;   0.2;   1;     -999;   0;eor
     4931;19530313;   5;    1.7;   5.5;   7.3;  984.00;   82.00;   2.6;    5.3;   -3.3;   -999;   8.3;   0.1;   1;     -999;   0;eor
     4931;19530314;   5;    1.1;   3.6;   1.7;  983.40;   53.00;   7.8;    4.2;    0.1;   -999;  14.1;   0.0;   7;     -999;   0;eor
     4931;19530315;   5;    3.7;   3.7;   0.0;  976.40;   50.00;   6.0;   10.6;   -3.6;   -999;  11.1;   0.0;   0;     -999;   0;eor
     4931;19530316;   5;    5.1;   4.5;   3.3;  973.80;   54.00;   1.9;   12.1;   -2.1;   -999;   3.9;   0.0;   0;     -999;   0;eor
     4931;19530317;   5;    6.0;   5.1;   0.7;  973.20;   61.00;   1.3;   14.2;   -3.4;   -999;   3.4;   0.0;   0;     -999;   0;eor
     4931;19530318;   5;    8.1;   6.1;   0.0;  972.80;   63.00;   1.4;   15.4;   -1.2;   -999;   4.5;   0.0;   0;     -999;   0;eor
     4931;19530319;   5;    9.0;   4.8;   0.3;  976.20;   49.00;   1.5;   17.2;   -1.5;   -999;   3.3;   0.0;   0;     -999;   0;eor
     4931;19530320;   5;    9.2;   4.5;   0.0;  979.80;   45.00;   1.1;   17.2;   -0.4;   -999;   3.6;   0.0;   0;     -999;   0;eor
     4931;19530321;   5;    8.7;   5.1;   0.3;  978.80;   52.00;   1.4;   17.3;   -0.5;   -999;   5.3;   0.0;   0;     -999;   0;eor
     4931;19530322;   5;    9.3;   5.1;   0.3;  979.90;   48.00;   1.1;   17.2;   -0.2;   -999;   4.7;   0.0;   0;     -999;   0;eor
     4931;19530323;   5;    9.8;   4.3;   0.3;  983.20;   45.00;   1.3;   17.6;   -1.3;   -999;   4.6;   0.0;   0;     -999;   0;eor
     4931;19530324;   5;    9.6;   4.5;   0.0;  985.50;   43.00;   1.2;   18.4;    0.4;   -999;   4.0;   0.0;   0;     -999;   0;eor
     4931;19530325;   5;   10.2;   4.8;   0.0;  985.00;   43.00;   1.1;   18.9;    0.2;   -999;   6.1;   0.0;   0;     -999;   0;eor
     4931;19530326;   5;   10.7;   4.9;   2.0;  976.00;   45.00;   2.2;   18.3;    0.4;   -999;   6.1;   0.0;   0;     -999;   0;eor
     4931;19530327;   5;    7.6;   6.5;   7.3;  970.30;   61.00;   4.8;   12.9;    4.9;   -999;  10.8;   0.7;   1;     -999;   0;eor
     4931;19530328;   5;    8.2;   6.7;   7.3;  973.60;   64.00;   3.8;   12.2;    3.9;   -999;  10.4;   0.0;   0;     -999;   0;eor
     4931;19530329;   5;   12.4;   7.5;   6.0;  974.20;   53.00;   6.4;   17.0;    6.0;   -999;  13.3;   0.0;   0;     -999;   0;eor
     4931;19530330;   5;   16.1;   5.6;   6.0;  966.80;   33.00;   8.0;   21.5;   10.8;   -999;  14.8;   0.0;   1;     -999;   0;eor
     4931;19530331;   5;    7.7;   5.2;   6.0;  969.00;   50.00;   7.0;   16.6;    5.3;   -999;  18.9;   0.0;   1;     -999;   0;eor
     4931;19530401;   5;    9.2;   5.7;   4.3;  970.70;   51.00;   2.9;   14.9;    5.4;    3.9;   7.0;   0.0;   0;     -999;   0;eor
     4931;19530402;   5;   10.2;   9.7;   5.3;  969.10;   78.00;   3.6;   16.4;    3.2;    0.0;  12.0;   0.7;   1;     -999;   0;eor
     4931;19530403;   5;   14.8;   9.3;   4.3;  964.60;   59.00;   4.7;   21.9;    9.0;    6.0;  14.2;   0.0;   1;     -999;   0;eor
     4931;19530404;   5;   11.6;   8.0;   6.0;  960.20;   59.00;   4.2;   24.0;    6.8;    1.5;  17.3;   1.7;   1;     -999;   0;eor
     4931;19530405;   5;    8.5;   6.3;   5.3;  967.10;   60.00;   4.6;   13.7;    2.7;    2.5;  10.2;   0.0;   0;     -999;   0;eor
     4931;19530406;   5;    7.6;   7.1;   3.7;  965.90;   68.00;   4.1;   13.9;    3.5;   -1.5;  17.3;   3.0;   1;     -999;   0;eor
     4931;19530407;   5;    5.7;   6.9;   4.7;  971.40;   75.00;   3.9;   10.7;    2.9;   -0.7;  13.9;   0.7;   1;     -999;   0;eor
     4931;19530408;   5;    9.7;   7.1;   5.7;  965.50;   61.00;   2.5;   14.4;   -0.2;   -6.0;   9.1;   0.0;   1;     -999;   0;eor
     4931;19530409;   5;   11.2;   8.8;   7.3;  957.80;   66.00;   2.8;   18.4;    8.7;    7.5;  10.0;  27.6;   1;     -999;   0;eor
     4931;19530410;   5;    7.4;   9.9;   8.0;  964.70;   94.00;   3.1;    9.5;    6.5;    7.1;   6.7;   5.2;   1;     -999;   0;eor
     4931;19530411;   5;    8.6;   9.2;   5.0;  973.50;   82.00;   2.1;   11.8;    6.6;    6.0;   5.3;   0.0;   0;     -999;   0;eor
     4931;19530412;   5;   14.0;   8.0;   1.3;  967.40;   54.00;   2.9;   20.9;    4.0;   -2.5;   9.2;   0.0;   0;     -999;   0;eor
     4931;19530413;   5;    8.4;   8.0;   7.3;  969.10;   71.00;   3.3;   14.6;    6.9;    0.9;  14.2;   0.8;   1;     -999;   0;eor
     4931;19530414;   5;    4.2;   7.6;   8.0;  968.60;   90.00;   2.5;    7.3;    3.2;    2.2;   5.8;   5.0;   1;     -999;   0;eor
     4931;19530415;   5;    3.7;   7.1;   8.0;  965.20;   87.00;   5.3;    5.4;    2.7;   -3.0;  11.7;   4.9;   1;     -999;   0;eor
     4931;19530416;   5;    5.4;   7.9;   8.0;  968.60;   88.00;   4.0;    6.4;    3.1;    2.6;   8.6;   0.0;   0;     -999;   0;eor
     4931;19530417;   5;    8.7;   8.0;   3.7;  969.40;   73.00;   1.6;   12.8;    4.4;   -0.1;   2.9;   0.0;   0;     -999;   0;eor
     4931;19530418;   5;   10.6;   7.2;   4.7;  969.60;   61.00;   3.3;   16.2;    3.7;   -2.6;   9.6;   0.0;   0;     -999;   0;eor
     4931;19530419;   5;   12.9;   7.6;   0.7;  970.40;   54.00;   2.2;   18.7;    4.3;   -1.7;   8.2;   0.0;   0;     -999;   0;eor
     4931;19530420;   5;   12.8;   8.1;   0.7;  970.70;   56.00;   3.1;   18.6;    6.3;    0.0;   8.1;   0.0;   0;     -999;   0;eor
     4931;19530421;   5;   11.8;   5.5;   0.7;  969.50;   41.00;   3.4;   17.9;    5.9;   -0.7;   8.7;   0.0;   0;     -999;   0;eor
     4931;19530422;   5;   12.8;   5.9;   0.0;  967.90;   42.00;   2.6;   19.0;    4.8;   -2.1;   9.6;   0.0;   0;     -999;   0;eor
     4931;19530423;   5;   13.5;   6.8;   0.3;  966.20;   46.00;   2.0;   20.1;    5.7;   -2.3;   8.1;   0.0;   0;     -999;   0;eor
     4931;19530424;   5;   13.3;   7.3;   3.3;  965.00;   51.00;   2.2;   20.4;    5.6;   -2.5;   9.5;   0.0;   1;     -999;   0;eor
     4931;19530425;   5;   12.2;   8.4;   7.3;  963.80;   59.00;   4.0;   18.5;    8.5;    2.5;  14.3;   0.0;   0;     -999;   0;eor
     4931;19530426;   5;   13.7;   8.3;   6.0;  959.80;   56.00;   2.9;   19.2;    5.7;    1.6;   7.1;   0.0;   0;     -999;   0;eor
     4931;19530427;   5;   13.0;  10.5;   8.0;  950.00;   70.00;   2.8;   19.7;    7.1;    2.5;  10.7;   3.9;   1;     -999;   0;eor
     4931;19530428;   5;    9.0;   7.7;   5.0;  958.30;   65.00;   5.7;   14.5;    6.8;    6.5;  18.7;   0.0;   1;     -999;   0;eor
     4931;19530429;   5;    6.7;   8.0;   6.3;  967.00;   79.00;   5.1;   11.3;    4.1;    1.0;  13.9;   6.2;   1;     -999;   0;eor
     4931;19530430;   5;   11.4;   8.0;   3.0;  970.20;   61.00;   2.9;   17.2;    4.4;    2.5;   7.4;   0.0;   0;     -999;   0;eor
     4931;19530501;   5;   14.3;   8.3;   3.3;  966.80;   52.00;   2.7;   20.5;    4.6;    0.0;   7.1;   0.0;   0;     -999;   0;eor
     4931;19530502;   5;   15.4;   9.9;   7.0;  970.40;   58.00;   2.8;   21.8;    8.0;    0.1;   8.3;   0.0;   0;     -999;   0;eor
     4931;19530503;   5;   15.8;   9.6;   3.7;  971.50;   55.00;   3.4;   21.3;    8.7;    3.6;  11.0;   0.0;   0;     -999;   0;eor
     4931;19530504;   5;   16.0;   9.3;   3.7;  971.90;   52.00;   3.7;   21.9;    9.4;    4.6;  10.2;   0.0;   0;     -999;   0;eor
     4931;19530505;   5;   13.0;  10.0;   5.7;  971.80;   67.00;   4.7;   17.4;    7.0;    4.0;  11.5;   0.0;   0;     -999;   0;eor
     4931;19530506;   5;    8.9;   8.7;   8.0;  967.20;   73.00;   4.1;   12.2;    7.3;    6.5;   9.5;   0.3;   1;     -999;   0;eor
     4931;19530507;   5;    6.0;   7.2;   7.0;  967.60;   77.00;   4.2;    7.5;    2.7;    4.3;  10.3;   1.0;   1;     -999;   0;eor
     4931;19530508;   5;    6.1;   7.6;   6.7;  967.80;   79.00;   2.0;    9.9;    3.9;    1.9;   8.0;   2.5;   1;     -999;   0;eor
     4931;19530509;   5;    7.2;   6.9;   7.0;  964.30;   69.00;   3.8;   10.8;    4.1;    2.4;  12.4;   6.1;   8;     -999;   0;eor
     4931;19530510;   5;    3.2;   5.9;   5.0;  965.00;   74.00;   4.6;    7.2;    1.0;    0.4;  14.9;   0.2;   1;     -999;   0;eor
     4931;19530511;   5;    7.1;   5.7;   1.0;  965.20;   61.00;   1.1;   12.9;   -2.3;   -4.6;   5.0;   0.0;   0;     -999;   0;eor
     4931;19530512;   5;    7.6;   6.7;   7.3;  962.00;   63.00;   4.0;   13.3;    0.1;   -2.0;  13.1;   0.0;   0;     -999;   0;eor
     4931;19530513;   5;   10.8;   6.9;   1.3;  960.30;   54.00;   3.7;   15.5;    3.7;    1.1;   7.7;   0.0;   0;     -999;   0;eor
     4931;19530514;   5;   10.8;  10.8;   7.3;  961.60;   81.00;   3.0;   15.0;    4.3;    0.4;  10.0;   7.1;   1;     -999;   0;eor
     4931;19530515;   5;   15.7;  10.7;   7.3;  970.20;   62.00;   3.1;   20.5;    8.5;    5.4;   7.4;   0.0;   0;     -999;   0;eor
     4931;19530516;   5;   20.6;  10.8;   6.7;  969.50;   48.00;   3.7;   28.1;    8.8;    4.8;   9.7;   0.0;   0;     -999;   0;eor
     4931;19530517;   5;   19.8;  13.1;   5.7;  972.20;   58.00;   2.6;   26.8;   13.4;    8.4;   8.0;   0.0;   0;     -999;   0;eor
     4931;19530518;   5;   23.2;  14.3;   6.0;  971.60;   53.00;   3.0;   30.3;   12.7;    8.1;   8.6;   0.0;   1;     -999;   0;eor
     4931;19530519;   5;   21.4;  16.0;   6.0;  971.80;   62.00;   2.7;   29.2;   16.2;   12.0;  16.8;   0.0;   0;     -999;   0;eor
     4931;19530520;   5;   20.9;  17.2;   2.0;  972.00;   70.00;   3.1;   25.0;   14.7;   10.3;   6.9;   0.0;   0;     -999;   0;eor
     4931;19530521;   5;   20.2;  17.6;   5.3;  968.80;   75.00;   1.3;   26.6;   13.6;   10.5;  10.1;   3.7;   1;     -999;   0;eor
     4931;19530522;   5;   18.0;  17.2;   6.3;  968.20;   81.00;   2.3;   25.1;   12.9;   11.0;  13.6;   7.2;   1;     -999;   0;eor
     4931;19530523;   5;   17.5;  16.4;   5.3;  973.50;   80.00;   1.4;   22.7;   12.6;   10.1;   9.6;   0.7;   1;     -999;   0;eor
     4931;19530524;   5;   19.5;  16.1;   4.0;  974.80;   74.00;   1.6;   26.7;   10.4;    9.3;   5.4;   0.0;   0;     -999;   0;eor
     4931;19530525;   5;   22.2;  16.3;   2.3;  975.00;   61.00;   1.5;   28.1;   13.8;    9.3;   5.7;   0.0;   0;     -999;   0;eor
     4931;19530526;   5;   20.5;  17.5;   4.7;  970.00;   71.00;   2.6;   29.0;   16.2;   11.2;  13.6;   3.9;   1;     -999;   0;eor
     4931;19530527;   5;   15.0;  12.4;   7.3;  971.90;   71.00;   4.4;   19.3;   12.3;   11.0;  11.2;  22.4;   1;     -999;   0;eor
     4931;19530528;   5;    9.0;   9.5;   7.0;  972.60;   80.00;   5.2;   12.8;    7.2;    9.3;  12.0;   0.0;   0;     -999;   0;eor
     4931;19530529;   5;   11.4;   8.5;   5.7;  973.00;   65.00;   2.4;   14.8;    7.3;    6.0;   6.7;   4.5;   1;     -999;   0;eor
     4931;19530530;   5;    9.4;   9.9;   7.3;  961.60;   82.00;   6.2;   14.5;    7.9;    8.4;  16.4;   1.9;   1;     -999;   0;eor
     4931;19530531;   5;    9.4;   8.4;   6.7;  961.40;   71.00;   3.8;   13.7;    5.7;    4.6;   8.5;   1.9;   1;     -999;   0;eor
     4931;19530601;   5;    8.8;   8.5;   5.3;  957.20;   73.00;   5.9;   14.9;    6.5;    6.5;  15.4;   4.2;   1;     -999;   0;eor
     4931;19530602;   5;    5.2;   7.7;   5.7;  953.60;   86.00;   5.3;   11.1;    4.4;    3.6;  15.1;   4.5;   1;     -999;   0;eor
     4931;19530603;   5;    8.8;   8.4;   6.7;  956.60;   74.00;   4.8;   13.0;    3.3;    1.6;  16.2;   1.0;   1;     -999;   0;eor
     4931;19530604;   5;    9.8;   8.5;   4.0;  963.60;   69.00;   2.8;   15.3;    5.2;    2.6;   6.9;   0.4;   1;     -999;   0;eor
     4931;19530605;   5;   13.8;   8.7;   2.0;  966.60;   58.00;   1.9;   20.0;    3.4;    1.0;   5.9;   0.0;   0;     -999;   0;eor
     4931;19530606;   5;   16.8;  10.3;   2.7;  966.40;   55.00;   2.8;   23.3;    7.4;    4.6;   9.1;   0.0;   0;     -999;   0;eor
     4931;19530607;   5;   18.6;  13.3;   6.3;  965.40;   63.00;   2.3;   24.2;   10.5;    7.2;   7.0;   0.0;   0;     -999;   0;eor
     4931;19530608;   5;   19.9;  16.5;   7.7;  961.10;   71.00;   3.0;   25.0;   13.7;   11.5;   8.0;   1.1;   1;     -999;   0;eor
     4931;19530609;   5;   17.2;  17.5;   7.0;  955.80;   86.00;   3.7;   21.7;   15.9;   14.5;   8.6;   3.5;   1;     -999;   0;eor
     4931;19530610;   5;   14.0;  14.5;   8.0;  960.60;   88.00;   3.2;   16.4;   12.4;   11.0;   7.3;   2.4;   1;     -999;   0;eor
     4931;19530611;   5;   13.0;  13.9;   8.0;  964.30;   93.00;   2.6;   14.0;   11.7;   11.5;   4.0;   0.9;   1;     -999;   0;eor
     4931;19530612;   5;   15.0;  14.3;   8.0;  966.60;   85.00;   1.4;   17.4;   11.7;   11.0;   3.8;   1.1;   1;     -999;   0;eor
     4931;19530613;   5;   15.9;  13.3;   5.0;  966.40;   74.00;   2.1;   20.5;   10.3;    8.4;   7.9;   0.0;   1;     -999;   0;eor
     4931;19530614;   5;   15.2;  15.1;   8.0;  965.90;   86.00;   1.4;   17.7;   12.9;   10.9;   3.0;   5.2;   1;     -999;   0;eor
     4931;19530615;   5;   15.8;  14.7;   7.7;  964.00;   81.00;   2.1;   20.6;   13.2;   12.3;   9.0;  14.1;   1;     -999;   0;eor
     4931;19530616;   5;   14.8;  13.5;   7.3;  965.10;   80.00;   1.8;   18.6;   12.6;   12.2;   5.1;   0.2;   1;     -999;   0;eor
     4931;19530617;   5;   16.1;  14.7;   5.7;  964.40;   79.00;   1.5;   20.9;   10.7;    8.9;   4.9;  16.0;   1;     -999;   0;eor
     4931;19530618;   5;   13.2;  13.7;   7.7;  966.80;   89.00;   2.9;   15.8;   11.5;   12.6;   9.6;   9.5;   1;     -999;   0;eor
     4931;19530619;   5;   15.3;  11.2;   3.0;  971.80;   65.00;   3.0;   19.8;    8.6;    6.2;   6.7;   0.0;   0;     -999;   0;eor
     4931;19530620;   5;   19.1;  12.7;   3.0;  970.30;   59.00;   1.3;   24.0;   10.4;    7.3;   5.8;   0.0;   0;     -999;   0;eor
     4931;19530621;   5;   18.7;  14.8;   7.0;  969.10;   69.00;   2.4;   25.7;   13.6;   10.5;  11.2;  11.3;   1;     -999;   0;eor
     4931;19530622;   5;   16.8;  16.3;   7.7;  968.70;   84.00;   1.7;   21.0;   14.6;   13.8;   9.0;   8.9;   1;     -999;   0;eor
