unixtime	degrees
	
1474549031	27.2
	
	
1474549871	28.3
	
	
1474550781	27.6
	
	
	
	
	
	
	
	
	
	
	
1480201889	6.2
	
	
	
	
1480203674	5.8
	
	
	
1480204584	5.8
	
1480205472	5.8
	
	
1480206369	5.8
	
	
1480207279	5.7
	
	
1480208189	5.7
	
	
	
1480209077	5.7
	
1480209974	5.7
	
	
	
	
	
1480211772	5.6
	
	
1480212669	5.1
	
	
	
1480213579	4.9
	
1480214490	4.1
	
	
	
	
	
1480216287	3
	
	
1480217184	2.8
	
	
	
	
	
1480218969	2.5
	
	
	
	
	
1480220789	2.5
	
	
1480221677	2.4
	
	
	
1480222587	3.3
	
1480223484	3.7
	
	
1480224372	3.7
	
	
	
	
	
1480226179	3.8
	
	
	
1480227089	3.9
	
1480227977	4
	
	
1480228874	4.1
	
	
	
1480229784	4.2
	
1480230672	4.4
	
	
1480231569	4.5
	
	
1480232479	4.7
	
	
1480233389	5.2
	
	
	
1480234277	5
	
1480235175	4.9
	
	
	
	
	
	
	
	
1480237869	6.8
	
	
	
1480238779	7.1
	
1480239689	7.7
	
	
	
	
	
1480241474	8.4
	
	
1480242384	8.2
	
	
	
	
	
1480244169	9.4
	
	
1480245080	8.5
	
	
1480245989	9.1
	
	
1480246877	9.1
	
	
	
	
	
1480248684	9.3
	
	
1480249573	8.9
	
	
1480250470	8.3
	
	
1480251379	8.3
	
	
	
1480252290	8.2
	
1480253177	8.3
	
	
1480254075	7.6
	
	
	
1480254985	7.4
	
1480255873	7.1
	
	
1480256769	7
	
	
1480257679	6.4
	
	
1480258590	6
	
	
	
1480259478	5.2
	
1480260374	4.2
	
	
	
	
	
1480262173	3.8
	
	
1480263070	3.2
	
	
1480263992	2.4
	
	
1480264889	2
	
	
	
	
	
1480266675	1.5
	
	
1480267585	1.3
	
	
	
	
	
1480269370	0.9
	
	
	
	
	
1480271190	0.5
	
1480272099	0.2
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480335975	2.2
	
	
	
	
	
1480337774	1.1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480423280	0
	
	
1480424176	0.9
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480443111	-4.1
	
1480443986	-4.1
	
	
	
1480444897	-4.4
	
1480445771	-4.5
	
	
1480446682	-4.6
	
	
	
	
	
1480448481	-4.8
	
	
1480449377	-4.8
	
	
1480450287	-5
	
	
1480451176	-5.1
	
	
	
	
	
1480452982	-5.3
	
	
1480453871	-5.4
	
	
1480454781	-5.6
	
	
1480455677	-5.8
	
	
	
1480456588	-5.9
	
1480457476	-6.1
	
	
1480458372	-6.3
	
	
	
1480459282	-6.4
	
1480460171	-6.5
	
	
	
	
	
1480461991	-6.7
	
	
1480462887	-6.9
	
	
	
1480463776	-6.8
	
1480464672	-6.9
	
	
1480465582	-7
	
	
1480466471	-7.2
	
	
1480467381	-7.4
	
	
	
	
	
1480469187	-7.5
	
	
	
	
	
1480470986	-7.6
	
	
1480471882	-8
	
	
1480472771	-8
	
	
1480473682	-7.7
	
	
1480474577	-7.5
	
	
1480475487	-7.6
	
	
	
	
	
	
	
	
1480478182	-7.8
	
	
1480479072	-7.8
	
	
	
1480479982	-7.9
	
1480480877	-8.1
	
	
	
1480481787	-8.2
	
1480482677	-8.2
	
	
1480483572	-8.3
	
	
	
1480484482	-8.5
	
1480485372	-8.1
	
	
	
	
	
1480487177	-7.4
	
	
1480488087	-7.3
	
	
	
1480488977	-7.5
	
1480489872	-7.7
	
	
	
	
	
1480491672	-6.8
	
	
1480492582	-5.9
	
	
1480493478	-5.2
	
	
1480494388	-5.2
	
	
	
	
	
1480496173	-2.8
	
	
1480497083	-2
	
	
	
1480497992	-2.3
	
1480498882	-2.6
	
1480499778	-2
	
	
	
	
	
1480501577	-1
	
	
	
	
	
1480503382	-0.6
	
	
1480504272	-0.4
	
	
	
1480505182	0.2
	
	
	
	
	
	
	
1480507877	2.9
	
	
	
	
	
1480509683	3.5
	
	
1480510572	3.2
	
	
	
1480511502	3.6
	
1480512378	3.8
	
	
1480513287	3.8
	
	
	
1480514198	3.9
	
1480515073	3.8
	
	
	
	
	
1480516893	2
	
	
1480517782	1.2
	
	
	
	
	
1480519588	0.5
	
	
	
	
	
1480521373	0.4
	
	
1480522284	0.3
	
	
	
	
	
1480524083	0.5
	
	
1480524978	0.3
	
	
1480525888	0.5
	
	
1480526777	0.6
	
	
	
	
	
1480528583	0.5
	
	
1480529472	0.4
	
	
	
1480530383	0.6
	
1480531278	0.8
	
	
	
	
	
1480533077	1.2
	
	
1480533973	1.3
	
	
	
1480534883	1.5
	
1480535773	1.6
	
	
	
	
	
1480537578	1.6
	
	
	
	
	
1480539398	1.7
	
	
1480540273	1.7
	
	
	
	
	
1480542072	1.8
	
	
1480542982	1.7
	
	
	
	
	
1480544788	1.7
	
1480545678	1.7
	
	
1480546573	1.6
	
	
1480547483	1.6
	
	
	
	
	
1480549282	1.7
	
	
1480550178	1.7
	
	
	
1480551088	1.7
	
1480551978	1.7
	
	
1480552873	1.7
	
	
1480553783	1.7
	
	
1480554673	1.8
	
	
	
1480555583	1.7
	
1480556478	1.7
	
	
	
	
	
1480558278	1.7
	
	
1480559173	1.7
	
	
	
1480560083	1.8
	
1480560973	1.8
	
	
	
	
	
1480562778	1.7
	
	
1480563688	1.7
	
	
	
1480564598	1.8
	
1480565473	1.8
	
	
	
	
	
1480567273	1.9
	
	
1480568183	1.9
	
	
	
	
	
1480569988	2
	
	
1480570878	2.1
	
	
1480571773	2.1
	
	
	
	
	
	
	
	
1480574483	2.3
	
	
	
	
	
	
1480576288	2.4
	
1480577178	2.4
	
	
1480578073	2.4
	
	
1480578983	2.4
	
	
	
	
	
	
1480580818	2.7
	
1480581693	2.9
	
	
	
	
	
1480583513	3.5
	
	
1480584423	3.5
	
	
	
1480585284	3.6
	
	
	
	
	
	
	
1480587979	3.9
	
	
1480588888	4.1
	
	
	
	
	
1480590673	4.4
	
	
1480591583	4.5
	
	
1480592473	4.6
	
	
1480593368	4.7
	
	
	
	
	
1480595189	4.9
	
	
1480596078	5
	
	
	
1480596974	4.9
	
1480597883	4.7
	
	
	
	
	
1480599683	4.6
	
	
1480600579	4.4
	
	
	
1480601488	4.2
	
1480602378	4.2
	
	
1480603274	4.1
	
	
1480604183	3.9
	
	
1480605073	3.8
	
	
	
	
	
1480606878	3.6
	
	
	
	
	
1480608678	3.8
	
	
1480609574	3.8
	
	
	
1480610483	3.8
	
1480611373	3.9
	
	
	
	
	
1480613179	3.9
	
	
1480614089	4
	
	
	
	
	
1480615874	4.1
	
	
1480616783	4.1
	
	
1480617673	4
	
	
1480618568	3.9
	
	
	
	
	
1480620389	3.4
	
	
1480621278	3.4
	
	
1480622174	3.4
	
	
1480623084	3.4
	
	
	
	
	
1480624883	3.3
	
	
1480625779	3.3
	
	
	
1480626689	3.4
	
1480627578	3.4
	
	
1480628474	3.5
	
	
1480629384	3.5
	
	
1480630273	3.3
	
	
	
	
	
1480632078	3.4
	
	
	
	
	
1480633878	3.5
	
	
1480634774	3.5
	
	
	
1480635684	3.5
	
1480636573	3.4
	
	
1480637469	3.4
	
	
1480638379	3.6
	
	
	
	
	
	
	
	
1480641074	4
	
	
	
	
	
	
1480642873	3.9
	
1480643784	4
	
	
	
	
	
1480645589	4.1
	
	
1480646478	4.1
	
	
	
1480647374	4.1
	
1480648284	4
	
	
	
	
	
1480650069	4.2
	
	
1480650979	4.2
	
	
1480651889	4.2
	
	
1480652778	4.3
	
	
1480653674	4.3
	
	
1480654584	4.4
	
	
	
	
	
	
	
	
1480657279	4.3
	
	
	
	
	
1480659078	4.3
	
	
1480659974	4.4
	
	
	
1480660884	4.7
	
1480661773	4.8
	
	
	
1480662739	4.6
	
1480663579	4.6
	
	
1480664489	4.9
	
	
	
	
	
1480666274	5.6
	
	
	
	
	
	
1480668073	6.3
	
1480668969	6.4
	
	
	
	
	
1480670789	7.4
	
	
1480671679	7.1
	
	
1480672589	7.2
	
	
1480673484	6.9
	
	
1480674374	6.2
	
	
1480675283	4.4
	
1480676179	4.5
	
	
	
1480677089	4.9
	
1480677978	5.1
	
	
1480678874	5.6
	
	
1480679799	6.4
	
	
1480680673	7.1
	
	
	
	
	
1480682479	7.5
	
	
	
	
	
1480684299	7.6
	
	
1480685174	6.2
	
	
	
1480686084	6.5
	
1480686974	6.7
	
	
1480687869	6.6
	
	
	
1480688779	6.5
	
	
	
	
1480690578	5.5
	
	
1480691474	4
	
	
	
	
	
	
1480693274	2.7
	
1480694169	2.6
	
	
	
	
	
1480695989	1.3
	
	
1480696879	0.8
	
	
	
	
	
1480698684	0.6
	
	
	
	
	
1480700469	-0.4
	
	
	
	
	
	
1480702289	-1
	
1480703178	-1.1
	
	
1480704074	-1.4
	
1480704984	-1.4
	
	
1480705874	-1.1
	
	
	
	
	
1480707679	-0.3
	
	
	
	
1480709479	-0.4
	
	
1480710374	-0.6
	
	
1480711299	-0.8
	
	
1480712174	-0.8
	
	
1480713069	-0.9
	
	
	
1480713979	-0.9
	
1480714889	-0.9
	
	
	
	
	
1480716689	-1.3
	
1480717584	-1.3
	
	
	
	
	
1480719369	-1.6
	
	
	
	
	
1480721189	-1.6
	
	
1480722079	-1.5
	
	
	
	
	
1480723884	-1.5
	
	
1480724774	-1.6
	
	
1480725669	-1.8
	
	
1480726579	-2.1
	
	
	
1480727489	-2
	
1480728379	-2.1
	
	
1480729274	-1.9
	
	
1480730185	-2.1
	
	
1480731074	-2.1
	
	
	
	
	
1480732879	-2.6
	
	
	
	
	
	
1480734679	-3.1
	
1480735574	-3.1
	
	
	
	
	
1480737374	-3.4
	
	
1480738270	-3.1
	
	
	
1480739180	-3.2
	
1480740069	-3.5
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480754475	-3
	
	
	
	
1480756274	-2.7
	
	
	
	
	
	
	
	
	
	
	
1480759880	-2.5
	
1480760775	-2
	
	
	
1480761720	-1.4
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480768895	0.2
	
1480769770	0.7
	
	
	
	
	
1480771570	5.4
	
	
1480772480	5.1
	
	
	
	
	
1480774285	2.5
	
	
	
	
	
1480776070	1.3
	
	
1480776980	0.5
	
	
	
	
	
1480778780	-0.6
	
	
	
	
	
	
1480780585	-1.7
	
1480781475	-2
	
	
1480782370	-2.2
	
	
1480783280	-2.5
	
	
1480784170	-2.6
	
	
	
1480785080	-2.8
	
1480785975	-2.8
	
	
	
	
	
1480787775	-3
	
	
	
	
	
	
1480789580	-3.3
	
1480790470	-3.5
	
	
	
	
	
1480792275	-3.7
	
	
1480793185	-3.8
	
	
	
1480794095	-3.9
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480804910	-4.8
	
	
1480805785	-5.1
	
1480806675	-5.5
	
	
1480807571	-5.5
	
	
	
	
	
1480809370	-5.9
	
	
	
1480810280	-5.9
	
1480811175	-6
	
	
	
	
	
1480812975	-6
	
	
1480813870	-6.2
	
	
	
1480814780	-6.3
	
1480815671	-6.3
	
	
	
	
	
1480817476	-6.7
	
	
1480818386	-6.9
	
	
	
	
	
1480820170	-6.9
	
	
1480821115	-7.1
	
	
1480821991	-7.3
	
	
1480822881	-7.2
	
	
	
	
	
1480824686	-7.4
	
	
	
	
	
	
	
	
	
	
	
	
1480828291	-7.9
	
1480829181	-7.8
	
	
	
	
	
1480830986	-8.2
	
1480831876	-8.2
	
	
1480832771	-8.1
	
	
	
	
1480834571	-8.4
	
	
	
1480835481	-8.1
	
1480836376	-8.2
	
	
	
	
	
1480838176	-7.6
	
	
1480839071	-7.2
	
	
	
1480839981	-7
	
1480840871	-6.6
	
	
	
	
	
1480842676	-5.7
	
	
1480843586	-5.2
	
	
	
	
	
1480845371	-4.4
	
	
1480846281	-4.2
	
	
1480847171	-3.9
	
	
1480848082	-3.2
	
	
	
	
	
1480849886	-2.6
	
	
1480850776	-2.5
	
	
	
1480851671	-2.2
	
1480852581	-1.7
	
	
	
	
	
1480854381	-0.5
	
	
	
	
	
	
1480856186	0.4
	
1480857077	1.5
	
	
1480857971	4
	
	
1480858881	5.1
	
	
1480859772	2.6
	
	
	
1480860681	1.7
	
1480861576	1.2
	
	
	
	
	
1480863377	-0.1
	
	
	
	
	
	
1480865181	-1.4
	
1480866072	-1.9
	
	
	
	
	
1480867876	-2.5
	
	
1480868786	-2.6
	
	
1480869677	-2.8
	
	
1480870571	-3
	
	
1480871481	-3.2
	
	
1480872372	-3.4
	
	
1480873282	-3.4
	
	
	
	
	
1480875086	-3.8
	
	
1480875977	-3.9
	
	
1480876887	-3.9
	
	
1480877781	-4
	
	
	
	
	
1480879582	-4.3
	
	
1480880477	-4.6
	
	
	
1480881386	-4.6
	
1480882277	-4.8
	
	
1480883171	-4.8
	
	
1480884081	-5
	
	
1480884972	-5.2
	
	
	
1480885882	-5.3
	
1480886776	-5.3
	
	
	
	
	
1480888577	-5.4
	
	
1480889471	-5.5
	
	
	
1480890381	-5.6
	
1480891272	-5.9
	
	
	
	
	
1480893076	-6.1
	
	
1480893986	-6.2
	
	
	
	
	
1480895771	-6.5
	
	
1480896682	-6.6
	
	
	
1480897572	-6.7
	
1480898482	-6.8
	
	
	
	
	
1480900286	-7.1
	
	
1480901177	-7.1
	
	
	
	
	
1480902982	-7.4
	
	
	
	
	
1480904783	-7.8
	
	
1480905677	-7.8
	
	
	
1480906587	-7.9
	
1480907477	-7.8
	
	
1480908372	-8
	
	
1480909281	-8.2
	
	
1480910172	-8.2
	
	
	
1480911082	-8.3
	
1480911977	-8.3
	
	
	
	
	
1480913778	-8.6
	
	
1480914672	-8.5
	
	
	
1480915598	-8.6
	
1480916473	-8.8
	
	
	
	
	
1480918277	-8.8
	
	
1480919187	-8.8
	
	
	
	
	
1480920972	-8.8
	
	
1480921882	-8.7
	
	
	
1480922773	-8.6
	
1480923683	-8.4
	
	
	
	
	
1480925487	-7.8
	
	
1480926378	-7.1
	
	
	
	
	
1480928182	-4.7
	
	
	
	
	
1480929983	-3.8
	
	
1480930877	-3.2
	
	
	
1480931787	-2.2
	
1480932678	-1.4
	
	
1480933572	-1.2
	
	
1480934482	-1
	
	
1480935373	-1.3
	
	
	
1480936283	-1.2
	
1480937177	-1.7
	
	
	
	
	
1480938978	-1.6
	
	
1480939872	-1.2
	
	
	
	
1480941673	-1.5
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1480954273	-1.7
	
	
1480955184	-1.9
	
	
1480956077	-1.7
	
	
	
	
	
	
	
1480958773	-1.6
	
	
1480959683	-1.5
	
	
1480960573	-1.6
	
	
	
1480961484	-1.5
	
1480962377	-1.3
	
	
	
	
	
1480964179	-1.2
	
	
1480965073	-1
	
	
	
	
	
1480966874	-1.2
	
	
	
	
	
1480968677	-1
	
	
	
	
	
	
	
	
1480971373	-0.8
	
	
	
	
	
	
	
	
1480974084	-0.8
	
	
	
	
	
1480975888	-0.7
	
	
1480976779	-0.6
	
	
	
	
	
1480978583	-0.6
	
	
1480979474	-0.5
	
	
1480980384	-0.5
	
	
1480981278	-0.5
	
	
	
1480982188	-0.7
	
1480983079	-0.9
	
	
	
	
	
1480984883	-0.9
	
	
1480985793	-0.9
	
	
	
1480986684	-0.9
	
1480987578	-0.9
	
	
	
	
	
1480989379	-1.1
	
	
1480990273	-1.4
	
	
	
	
	
1480992074	-1.3
	
	
1480992984	-1.4
	
	
	
1480993878	-1.2
	
	
	
	
	
	
	
1480996573	-1.3
	
	
1480997483	-1.2
	
	
	
	
	
1480999284	-1.4
	
	
	
	
	
1481001069	-1.4
	
	
1481001979	-1.4
	
	
	
	
	
1481003783	-1.5
	
	
1481004674	-1.5
	
	
1481005584	-1.3
	
	
1481006478	-1.4
	
	
	
1481007388	-1.3
	
1481008279	-1.3
	
	
1481009173	-1.3
	
	
1481010083	-1.3
	
	
1481010974	-1
	
	
1481011903	-0.8
	
	
1481012778	-0.8
	
	
	
	
	
	
1481014579	-0.2
	
1481015473	-0.1
	
	
	
	
	
1481017274	0.4
	
	
1481018184	0.3
	
	
	
1481019078	0.2
	
	
	
	
	
	
	
1481021790	0.5
	
	
1481022683	0.4
	
	
	
	
	
1481024484	0.9
	
	
	
	
	
1481026288	0.4
	
	
1481027180	0.5
	
	
	
	
	
1481028984	0.5
	
	
1481029874	0.3
	
	
1481030785	-0.1
	
	
1481031695	-0.4
	
	
	
	
	
1481033479	-0.5
	
	
1481034373	-0.6
	
	
	
1481035284	-0.9
	
1481036175	-1
	
	
	
	
	
1481037979	-0.6
	
	
	
	
	
	
1481039780	-0.5
	
1481040674	-0.5
	
	
	
	
	
1481042475	-0.7
	
	
1481043369	-0.9
	
	
	
1481044279	-0.8
	
1481045170	-0.6
	
	
	
	
	
1481046974	-0.6
	
	
1481047884	-0.6
	
	
	
	
	
1481049685	-0.6
	
	
1481050579	-0.5
	
	
1481051470	-0.6
	
	
1481052380	-0.7
	
	
	
	
	
1481054184	-0.4
	
	
1481055075	-0.9
	
	
1481055985	-0.5
	
	
1481056879	-1.1
	
	
	
	
	
1481058680	-0.8
	
	
1481059574	-0.7
	
	
	
1481060500	-0.7
	
1481061375	-0.7
	
	
1481062269	-0.6
	
	
1481063179	-0.8
	
	
	
	
	
	
1481064980	-1.1
	
1481065874	-1.4
	
	
	
	
	
1481067675	-1.8
	
	
1481068569	-1.7
	
	
	
1481069479	-2
	
1481070370	-2
	
	
	
	
	
1481072174	-2.1
	
	
1481073084	-2.2
	
	
	
	
	
1481074869	-2.2
	
	
1481075779	-2.5
	
	
1481076670	-2.5
	
	
1481077580	-2.8
	
	
	
	
	
1481079384	-2.8
	
	
1481080275	-2.8
	
	
1481081169	-2.9
	
	
1481082079	-2.9
	
	
	
	
	
1481083880	-3.1
	
	
1481084774	-3.1
	
	
	
1481085684	-3.3
	
1481086575	-3.3
	
	
1481087469	-3.4
	
	
1481088380	-3.4
	
	
1481089289	-3.5
	
	
	
1481090181	-3.6
	
1481091075	-3.4
	
	
	
	
	
1481092875	-3.5
	
	
	
	
	
	
1481094680	-3.5
	
1481095570	-3.4
	
	
	
	
	
1481097375	-3.2
	
	
1481098285	-2.9
	
	
	
	
	
1481100070	-2.5
	
	
1481100980	-2.2
	
	
1481101871	-2.2
	
	
1481102781	-1.9
	
	
	
	
	
1481104584	-1.1
	
	
1481105475	-1.4
	
	
1481106385	-1.1
	
	
1481107280	-0.8
	
	
	
	
	
1481109081	-0.7
	
	
1481109975	-0.5
	
	
1481110885	-0.2
	
	
1481111776	-0.5
	
	
1481112670	-0.6
	
	
1481113580	-0.5
	
	
1481114471	-0.5
	
	
1481115381	-0.5
	
	
1481116275	-0.4
	
	
	
	
	
1481118076	-0.2
	
	
1481118970	-0.3
	
	
1481119880	-0.5
	
	
1481120771	-0.8
	
	
	
	
	
1481122575	-0.8
	
	
1481123485	-0.7
	
	
1481124376	-0.8
	
	
1481125270	-0.8
	
	
1481126180	-0.7
	
	
1481127071	-0.7
	
	
1481127981	-0.6
	
	
1481128875	-0.6
	
	
1481129785	-0.6
	
	
1481130676	-0.5
	
	
	
	
	
1481132480	-0.5
	
	
1481133371	-0.5
	
	
1481134281	-0.5
	
	
1481135175	-0.4
	
	
	
1481136085	-0.4
	
1481136976	-0.4
	
	
1481137870	-0.4
	
	
1481138780	-0.3
	
	
1481139690	-0.2
	
	
	
1481140581	-0.2
	
1481141475	-0.2
	
	
1481142385	-0.1
	
	
1481143276	-0.2
	
	
1481144170	-0.3
	
	
1481145096	-0.4
	
	
1481145971	-0.5
	
	
1481146881	-0.5
	
	
1481147775	-0.6
	
	
1481148685	-0.6
	
	
	
1481149595	-0.6
	
1481150470	-0.5
	
	
1481151380	-0.5
	
	
	
1481152271	-0.5
	
1481153181	-0.5
	
	
	
	
	
1481154986	-0.6
	
	
1481155876	-0.6
	
	
	
	
	
1481157680	-0.6
	
	
	
	
	
1481159481	-0.8
	
	
1481160376	-0.9
	
	
	
1481161285	-0.9
	
1481162176	-1.2
	
	
1481163070	-1.3
	
	
1481163980	-1.5
	
	
1481164871	-1.6
	
	
	
1481165781	-1.8
	
1481166676	-1.9
	
	
	
	
	
1481168476	-2.4
	
	
1481169370	-2.5
	
	
	
	
	
1481171171	-2.7
	
	
	
	
	
1481172976	-2.9
	
	
1481173886	-3.1
	
	
	
	
	
1481175671	-3.3
	
	
1481176581	-3.4
	
	
	
1481177471	-3.5
	
1481178401	-3.3
	
	
	
	
	
1481180202	-3.6
	
	
1481181076	-3.5
	
	
	
	
	
1481182881	-2.7
	
	
1481183772	-2
	
	
1481184682	-1.4
	
	
	
	
	
	
1481186486	-0.1
	
1481187377	0.8
	
	
1481188271	1.9
	
	
1481189181	2.3
	
	
1481190072	2.2
	
	
	
1481190982	1.4
	
1481191876	1.3
	
	
	
	
	
1481193677	1.3
	
	
1481194571	1.6
	
	
	
	
	
1481196371	2.8
	
	
	
	
	
	
1481198176	3.2
	
1481199086	3.5
	
	
	
	
	
1481200871	3.7
	
	
1481201781	4
	
	
1481202672	5
	
	
1481203601	4.6
	
	
	
	
	
1481205386	3.5
	
	
1481206277	3.2
	
	
	
	
	
1481208081	2.7
	
	
1481208972	2.6
	
	
1481209883	2.1
	
	
1481210776	1.2
	
	
	
1481211686	0.4
	
1481212577	0
	
	
1481213471	-0.3
	
	
1481214381	-0.5
	
	
1481215291	-0.5
	
	
	
	
	
1481217076	-0.2
	
	
	
	
	
1481218877	-0.1
	
	
1481219771	0.3
	
	
	
	
	
1481221572	0.7
	
	
1481222482	0.8
	
	
	
1481223376	0.8
	
1481224286	1.1
	
	
	
	
	
1481226071	1.5
	
	
1481226981	1.6
	
	
	
	
	
1481228801	1.4
	
	
	
	
	
1481230586	1.7
	
	
1481231477	1.3
	
	
	
	
	
1481233281	0.5
	
	
1481234172	0.1
	
	
1481235082	-0.5
	
	
1481235976	-0.4
	
	
	
1481236886	-0.7
	
1481237777	-0.8
	
	
1481238671	-0.9
	
	
1481239582	-1.1
	
	
	
	
	
1481241382	-1.5
	
	
1481242276	-1.7
	
	
	
	
	
	
1481244077	-1.9
	
1481244971	-1.7
	
	
	
	
	
1481246772	-1.8
	
	
1481247682	-2.1
	
	
	
1481248577	-2.4
	
1481249487	-2.5
	
	
	
	
	
1481251271	-2.9
	
	
1481252182	-3.1
	
	
	
	
	
1481254002	-2.6
	
	
1481254876	-2.2
	
	
1481255786	-0.9
	
	
1481256677	-0.3
	
	
	
	
	
1481258482	0.4
	
	
1481259372	0.6
	
	
1481260283	0.9
	
	
1481261177	1.2
	
	
	
1481262087	1.5
	
1481262977	1.6
	
	
1481263871	1.8
	
	
1481264782	1.7
	
	
1481265672	1.8
	
	
1481266582	2
	
	
1481267477	2.4
	
	
	
	
	
	
1481269297	2.8
	
1481270172	3
	
	
	
	
	
1481271973	3.7
	
	
1481272883	3.8
	
	
	
1481273777	3.7
	
1481274687	3.8
	
	
	
	
	
1481276472	4.6
	
	
1481277382	4.9
	
	
	
	
	
1481279202	5.8
	
	
1481280077	6.5
	
	
1481280987	6.6
	
	
1481281877	6.7
	
	
	
	
	
1481283682	6.8
	
	
1481284572	6.6
	
	
1481285483	6.1
	
	
1481286393	5.9
	
	
	
1481287287	5.9
	
1481288178	6.1
	
	
1481289072	6.1
	
	
	
1481289982	6
	
1481290873	6
	
	
	
	
	
1481292677	6
	
	
1481293587	6
	
	
1481294478	5.9
	
	
1481295372	5.9
	
	
	
	
	
1481297173	5.7
	
	
1481298083	5.7
	
	
1481298977	5.6
	
	
1481299887	5.5
	
	
	
	
	
1481301672	5.7
	
	
	
	
	
1481303473	5.9
	
	
1481304383	5.9
	
	
1481305277	5.9
	
	
1481306187	5.8
	
	
1481307078	5.7
	
	
1481307972	5.6
	
	
1481308882	5.6
	
	
1481309773	5.6
	
	
1481310683	5.5
	
	
1481311577	5.6
	
	
1481312503	5.5
	
	
1481313378	5.6
	
	
1481314272	5.6
	
	
	
1481315182	5.4
	
1481316073	5.4
	
	
1481316983	5.7
	
	
1481317877	5.7
	
	
1481318787	5.6
	
	
	
1481319678	5.8
	
1481320572	6.1
	
	
1481321482	6.2
	
	
1481322373	6.2
	
	
1481323283	6.3
	
	
	
1481324177	6.4
	
1481325087	6.2
	
	
1481325978	6
	
	
1481326872	5.8
	
	
1481327782	5.8
	
	
	
	
	
1481329583	5.7
	
	
1481330477	5.6
	
	
1481331387	5.7
	
	
1481332278	5.8
	
	
	
	
	
1481334082	6.1
	
	
1481334973	6.2
	
	
1481335883	6.2
	
	
1481336777	6.2
	
	
	
1481337687	6.2
	
1481338578	6.1
	
	
1481339472	6
	
	
	
1481340382	6
	
1481341273	6.1
	
	
	
	
	
1481343077	6.2
	
	
1481343987	6.2
	
	
	
1481344878	6.2
	
1481345772	6.2
	
	
	
	
	
1481347592	5.1
	
	
1481348483	4.2
	
	
1481349393	3.8
	
	
1481350287	3.4
	
	
	
	
	
1481352073	3
	
	
1481352982	2.9
	
	
	
	
	
1481354783	3.2
	
1481355677	3.7
	
	
1481356587	4.3
	
	
1481357478	4.7
	
	
	
	
	
1481359282	5.5
	
	
	
	
	
	
1481361083	6.4
	
1481361977	6.9
	
	
	
	
	
1481363778	8
	
	
1481364672	8.4
	
	
	
1481365582	8.4
	
1481366473	8.7
	
	
	
	
	
1481368277	8.8
	
	
1481369187	9.1
	
	
	
1481370078	9.3
	
1481370972	9.6
	
	
	
1481371898	9.8
	
1481372773	10
	
	
1481373683	9.9
	
	
1481374577	10.1
	
	
1481375487	11.1
	
	
	
	
	
1481377272	11.6
	
	
1481378182	11.2
	
	
	
1481379092	10.5
	
1481379983	9.8
	
	
1481380877	9.1
	
	
1481381787	8.2
	
	
1481382678	7.5
	
	
	
	
	
1481384482	6.1
	
	
1481385373	5.6
	
	
	
1481386283	5.3
	
1481387177	4.8
	
	
	
	
	
1481388997	4.2
	
	
1481389872	3.9
	
	
	
1481390782	3.8
	
1481391673	3.5
	
	
	
	
	
1481393477	3.3
	
	
	
	
	
	
1481395278	2.9
	
1481396172	3.3
	
	
	
	
	
1481397973	3.4
	
	
1481398883	2.7
	
	
	
	
	
1481400687	2.1
	
	
1481401578	2.1
	
	
1481402472	1.7
	
	
1481403382	1.4
	
	
	
	
	
1481405183	1.8
	
	
1481406078	1.9
	
	
	
1481406987	1.9
	
1481407878	2
	
	
	
	
	
1481409682	1.7
	
	
1481410573	2.1
	
	
	
1481411483	2.4
	
1481412377	2.6
	
	
	
	
	
1481414178	3.1
	
	
1481415073	3.3
	
	
	
1481415982	3.4
	
1481416873	3.5
	
	
	
	
	
	
	
	
1481419587	3.2
	
	
1481420498	3.6
	
	
1481421372	4
	
	
	
	
	
1481423173	3.5
	
	
1481424083	3.1
	
	
	
	
	
