unixtime	degrees
	
1474549031	27.2
	
	
1474549871	28.3
	
	
1474550781	27.6
	
	
	
	
	
	
	
	
1474553476	27.3
	
	
1474554386	26.3
	
	
	
1474555275	25.8
	
1474556171	25.5
	
	
	
	
	
1474557991	25.1
	
	
	
	
	
	
1474559776	22.6
	
1474560686	21
	
	
	
	
	
1474562471	19.1
	
	
1474563381	18.5
	
	
	
1474564291	17.9
	
1474565179	17.1
	
	
1474566076	16.6
	
	
1474566986	16
	
	
1474567874	15.6
	
	
	
	
	
1474569681	14.8
	
	
	
	
	
1474571479	13.9
	
	
1474572376	13.7
	
	
	
1474573286	13.5
	
1474574174	13.2
	
1474575071	13.2
	
	
1474575981	13.1
	
	
1474576870	12.6
	
	
	
	
	
1474578676	12.1
	
	
1474579586	11.6
	
	
	
1474580474	11.2
	
1474581384	10.9
	
	
	
	
	
1474583169	10.8
	
	
1474584079	10.9
	
	
1474584976	11.1
	
	
1474585886	10.6
	
	
	
1474586796	10.5
	
1474587671	10.3
	
	
1474588581	10.2
	
	
	
	
	
	
	
	
1474591276	9.2
	
	
1474592186	9.8
	
	
	
	
	
	
1474593984	11.3
	
1474594881	11.1
	
	
1474595769	10.7
	
	
1474596679	10.5
	
	
1474597576	10.7
	
	
	
1474598486	10.5
	
1474599374	9.9
	
	
1474600271	9.9
	
	
	
1474601181	9.9
	
1474602091	9.9
	
	
	
	
	
1474603876	9.2
	
	
	
	
	
	
1474605674	8.8
	
1474606571	8.6
	
	
	
	
	
1474608369	8.1
	
	
1474609279	8.1
	
	
	
1474610176	8.1
	
1474611086	8.5
	
	
	
	
	
1474612871	10.2
	
	
1474613781	10.5
	
	
	
	
	
1474615579	12.7
	
	
1474616476	15
	
	
1474617386	15.7
	
	
1474618274	15.6
	
	
	
	
	
1474620081	15.6
	
	
1474620969	16.6
	
	
1474621879	17
	
	
1474622776	17.1
	
	
	
1474623686	17.6
	
1474624574	18
	
	
1474625471	18.5
	
	
	
1474626381	18.7
	
1474627291	19.2
	
	
	
	
	
1474629076	20
	
	
1474629986	20.4
	
	
	
1474630874	20.9
	
1474631771	21.7
	
	
1474632681	22.7
	
	
1474633569	22.7
	
	
1474634479	23.2
	
	
1474635389	25
	
1474636286	26.2
	
	
	
	
	
1474638071	25
	
1474638981	24.7
	
	
	
	
	
1474640780	24.4
	
	
1474641676	23.9
	
	
1474642586	23.9
	
	
1474643474	23.2
	
	
	
	
1474645281	22.1
	
	
1474646191	21.5
	
	
1474647080	21.1
	
	
1474647976	20.5
	
	
	
	
	
1474649774	18.8
	
	
	
	
	
	
1474651581	17.1
	
1474652469	16.4
	
	
1474653379	15.9
	
	
1474654276	15.3
	
	
1474655186	14.8
	
	
1474656074	14.5
	
	
1474656971	14.2
	
	
	
	
	
1474658769	13.6
	
	
1474659679	13.2
	
	
	
	
	
1474661486	12.4
	
	
	
	
	
1474663271	12
	
	
1474664181	11.7
	
	
	
	
	
1474665979	11.2
	
	
1474666876	11.1
	
	
1474667786	11.1
	
	
1474668674	10.9
	
	
1474669571	10.6
	
	
1474670481	10.4
	
	
1474671369	10.2
	
	
	
1474672279	9.9
	
1474673176	9.8
	
	
	
	
	
1474674974	9.6
	
	
1474675870	9.2
	
	
	
1474676781	8.9
	
1474677669	8.9
	
	
	
	
	
1474679476	8.6
	
	
1474680386	8.4
	
	
	
	
	
1474682171	7.8
	
	
	
	
	
1474683969	7.6
	
	
1474684879	7.5
	
	
	
	
	
1474686686	7.2
	
	
1474687574	7.4
	
	
1474688471	7.1
	
	
1474689381	6.8
	
	
	
	
	
1474691179	6.4
	
	
1474692076	6.4
	
	
1474692986	6.4
	
	
1474693874	6.2
	
	
1474694771	6.1
	
	
1474695681	6.2
	
	
	
	
	
1474697479	7
	
	
1474698376	7.6
	
	
	
	
	
1474700174	8.6
	
	
1474701071	8.9
	
	
	
1474701981	9.4
	
1474702869	10.1
	
	
	
	
	
1474704676	11.6
	
	
1474705586	12.4
	
	
	
1474706495	13.6
	
1474707371	14.6
	
	
1474708281	16.1
	
	
1474709169	16.4
	
	
1474710079	17.3
	
	
	
	
	
1474711886	18.5
	
	
1474712774	19.5
	
	
1474713671	19.7
	
	
1474714581	20.2
	
	
	
	
	
1474716379	21.2
	
	
1474717276	21.1
	
	
	
1474718186	21.7
	
1474719074	22.1
	
	
1474719971	22.6
	
	
1474720881	23.2
	
	
1474721791	26.2
	
	
	
1474722679	26.6
	
1474723576	25.7
	
	
	
1474724499	25
	
1474725374	24.6
	
	
1474726271	24.5
	
	
	
1474727181	23.8
	
1474728091	24
	
	
	
	
	
1474729876	23.1
	
	
1474730786	22.7
	
	
	
	
	
1474732571	21.7
	
	
1474733481	21.2
	
	
1474734391	20.7
	
	
1474735279	20.3
	
	
	
	
	
1474737085	18.6
	
	
1474737974	17.8
	
	
1474738871	17
	
	
1474739781	16.5
	
	
	
1474740690	15.8
	
1474741579	15.2
	
	
1474742475	14.8
	
	
	
1474743386	14.4
	
1474744274	13.9
	
	
1474745171	13.4
	
	
1474746080	13
	
	
1474746991	12.6
	
	
	
1474747879	12.3
	
1474748776	11.9
	
	
	
	
	
1474750574	11.5
	
	
1474751471	11.2
	
	
	
1474752381	11
	
1474753291	10.9
	
	
	
	
	
1474755075	10.2
	
	
1474755986	10.1
	
	
	
	
	
1474757771	9.6
	
	
1474758681	9.5
	
	
1474759569	9.3
	
	
1474760479	9
	
	
	
	
	
1474762286	8.8
	
	
	
	
	
	
1474764071	8.5
	
1474764981	8.3
	
	
1474765891	8.1
	
	
1474766780	7.9
	
	
1474767675	7.8
	
	
	
1474768586	7.5
	
1474769474	7.5
	
	
	
	
	
1474771281	7.3
	
	
1474772191	7.2
	
	
	
1474773079	6.9
	
1474773976	6.8
	
	
1474774886	6.7
	
	
1474775774	6.6
	
	
1474776671	6.5
	
	
	
1474777581	6.3
	
1474778504	6.3
	
	
	
	
	
	
	
	
1474781185	6.4
	
	
	
	
	
1474782971	6.6
	
	
1474783881	6.8
	
	
1474784769	7.4
	
	
1474785679	8
	
	
	
	
	
1474787486	8.7
	
	
1474788374	9.5
	
	
1474789284	10.4
	
	
1474790181	11.6
	
	
	
1474791091	12.3
	
1474791979	12.6
	
	
1474792875	13.9
	
	
	
1474793785	15.6
	
1474794674	16.9
	
	
1474795571	17.9
	
	
	
	
	
1474797391	18.8
	
	
	
1474798279	18.9
	
1474799175	19.1
	
	
	
	
	
1474800974	19.8
	
	
	
	
	
	
1474802781	20.4
	
1474803669	20.6
	
	
	
1474804600	20.9
	
1474805475	21.2
	
	
1474806386	21.7
	
	
	
1474807295	23.6
	
1474808171	25.8
	
	
1474809081	25.2
	
	
1474809990	25.3
	
	
1474810879	24.6
	
	
	
	
	
1474812686	24.4
	
	
1474813574	24.1
	
	
	
	
	
1474815381	24.1
	
	
	
1474816291	23.8
	
1474817178	23.6
	
	
1474818076	23.3
	
	
	
1474818986	23.1
	
1474819874	22.7
	
	
1474820771	22.2
	
	
1474821681	21.6
	
	
1474822590	20.9
	
	
	
	
	
1474824376	19.1
	
	
	
	
	
1474826196	17.6
	
	
1474827070	16.9
	
	
	
	
	
1474828890	15.8
	
	
	
	
	
1474830689	14.9
	
	
1474831586	14.6
	
	
	
	
	
1474833371	13.8
	
	
1474834280	13.7
	
	
	
1474835190	13.8
	
1474836079	13.4
	
	
	
	
	
1474837885	13.2
	
	
1474838774	12.6
	
	
	
	
	
1474840580	11.6
	
	
1474841503	11.4
	
	
1474842379	11.6
	
	
1474843275	11.3
	
	
	
1474844199	11.2
	
1474845073	11
	
	
	
	
	
1474846880	10.6
	
	
1474847769	10.5
	
	
	
	
	
1474849575	10
	
	
	
	
	
1474851374	9.3
	
	
1474852270	9.1
	
	
	
	
	
1474854090	8.9
	
	
	
	
	
1474855889	8.7
	
	
1474856786	8.7
	
	
	
	
	
1474858570	8.6
	
	
1474859480	8.5
	
	
	
1474860391	8.3
	
1474861279	8.1
	
	
1474862175	8.1
	
	
1474863085	7.9
	
	
1474863974	7.8
	
	
	
	
	
1474865780	7.9
	
	
	
	
	
1474867579	8.1
	
	
1474868476	8.3
	
	
	
1474869386	8.4
	
1474870274	8.6
	
	
1474871171	9.1
	
	
1474872080	9.6
	
	
1474872991	10.5
	
	
1474873879	11.1
	
	
1474874776	11.8
	
	
	
	
	
1474876574	13.7
	
	
1474877470	13.9
	
	
	
	
	
1474879269	15.1
	
	
1474880179	15.8
	
	
	
1474881089	16.6
	
	
	
	
	
	
	
1474883771	19.6
	
	
1474884681	21.4
	
	
	
1474885591	20.3
	
1474886479	22
	
	
1474887376	22.5
	
	
1474888285	23.5
	
	
1474889174	24
	
	
	
1474890084	24.4
	
1474890980	24
	
	
	
	
	
1474892778	22.5
	
	
1474893675	21.7
	
	
	
1474894586	21.5
	
1474895495	21.8
	
	
1474896371	21.5
	
	
1474897280	20.9
	
	
1474898190	21.1
	
	
	
	
	
1474899975	20.4
	
	
1474900885	20.4
	
	
1474901773	20.3
	
	
1474902670	19.9
	
	
	
	
	
1474904490	20
	
	
1474905378	19.5
	
	
	
1474906288	19.2
	
1474907185	18.5
	
	
	
	
	
1474908970	17.9
	
	
1474909880	17.5
	
	
	
1474910790	17.3
	
1474911678	17.1
	
	
1474912575	17
	
	
1474913485	16.8
	
	
1474914373	16.6
	
	
	
	
	
1474916180	16.3
	
	
1474917068	16.2
	
	
1474917978	16
	
	
1474918875	15.8
	
	
	
1474919785	15.7
	
1474920674	15.5
	
	
1474921570	15.3
	
	
1474922480	15.1
	
1474923390	14.9
	
	
	
	
	
1474925175	14.7
	
	
1474926085	14.7
	
	
	
1474926995	14.7
	
1474927870	14.8
	
	
	
	
	
1474929690	14.9
	
	
1474930579	14.8
	
	
	
1474931488	14.9
	
1474932385	14.8
	
	
	
	
	
1474934170	14.8
	
	
1474935080	14.6
	
	
	
1474935990	14.5
	
1474936878	14.2
	
	
1474937775	14.3
	
	
1474938685	14.1
	
	
1474939573	13.7
	
	
	
	
	
1474941380	13.8
	
	
1474942268	13.8
	
	
1474943178	13.7
	
	
1474944075	13.6
	
	
	
1474944985	13.5
	
1474945895	13.1
	
	
1474946770	13
	
	
1474947680	12.9
	
	
1474948590	12.6
	
	
	
	
	
1474950375	11.7
	
	
1474951285	11.5
	
	
	
1474952173	11.3
	
1474953070	11.6
	
	
	
	
	
1474954890	11.8
	
	
1474955778	11.8
	
	
	
1474956688	12.1
	
1474957585	12.9
	
	
	
	
	
1474959370	14.5
	
	
	
	
	
	
1474961190	16.2
	
1474962078	16
	
	
1474962975	15.7
	
	
1474963898	15.7
	
	
1474964773	16.3
	
	
	
	
	
1474966580	18.5
	
	
	
	
	
1474968378	19.2
	
	
1474969275	19.8
	
	
	
1474970185	20
	
1474971073	19.9
	
	
1474971970	20.1
	
	
	
1474972880	20.9
	
	
	
	
	
	
	
1474975575	22.5
	
1474976485	23
	
	
1474977373	23.4
	
1474978270	24
	
1474979180	24.2
	
1474980090	26.9
	
1474980978	26.9
	
1474981876	26.9
	
1474982785	26.4
	
1474983673	26.3
	
1474984583	26.4
	
1474985480	26
	
1474986390	25.2
	
1474987278	25
	
1474988175	24.3
	
1474989085	24.1
	
1474989973	23.5
	
1474990870	23
	
1474991780	22.4
	
	
	
	
1474993600	21
	
	
1474994475	20.3
	
	
1474995398	19.5
	
	
1474996295	18.7
	
	
1474997170	18.3
	
	
	
1474998080	17.7
	
1474998990	17
	
	
	
	
	
1475000775	16.3
	
	
1475001685	15.9
	
	
	
1475002595	15.4
	
1475003470	14.9
	
	
	
	
	
1475005303	14.1
	
	
1475006178	13.8
	
	
	
1475007088	13.5
	
1475007985	13.5
	
	
	
1475008895	13.2
	
1475009783	13
	
	
1475010680	12.7
	
	
	
1475011590	12.3
	
1475012478	12.1
	
	
1475013374	12
	
	
1475014284	11.8
	
	
1475015173	11.7
	
	
1475016070	11.6
	
	
1475016980	11.4
	
	
	
	
	
	
1475018778	11.2
	
	
	
	
	
	
	
1475021473	11.3
	
	
1475022370	11.2
	
	
	
1475023280	11.1
	
1475024190	10.9
	
	
	
	
	
1475025975	10.6
	
	
1475026885	10.9
	
	
	
1475027795	10.9
	
1475028670	10.7
	
	
	
	
	
1475030490	10.4
	
	
1475031378	10.3
	
	
	
	
	
1475033185	10.5
	
	
1475034073	10.3
	
	
1475034970	10.1
	
	
1475035880	9.9
	
	
	
1475036790	9.6
	
1475037678	9.9
	
	
1475038575	10
	
	
1475039485	10.5
	
	
	
	
	
1475041270	11.3
	
	
1475042180	11.7
	
	
	
1475043103	12.1
	
1475043978	12.4
	
	
1475044875	12.5
	
	
	
1475045798	12.8
	
1475046673	13.4
	
	
1475047583	14.4
	
	
1475048493	14.9
	
	
1475049390	15.8
	
	
	
	
	
1475051188	15.9
	
	
1475052085	16.3
	
	
1475052995	16.8
	
	
1475053883	16.6
	
	
1475054780	17.9
	
	
1475055690	18.7
	
	
1475056578	20.4
	
	
1475057475	21.9
	
	
1475058384	21.9
	
	
1475059273	21.1
	
1475060170	21.4
	
	
1475061080	22.2
	
	
1475061990	22.6
	
	
1475062878	23.1
	
	
1475063775	23.6
	
	
	
1475064685	23.9
	
1475065594	24.1
	
	
1475066470	25.5
	
	
1475067380	26.6
	
	
1475068289	25.6
	
	
	
1475069178	25.7
	
1475070075	25.9
	
	
	
	
	
1475071873	25
	
	
1475072769	24.2
	
	
	
1475073679	23.8
	
1475074590	23.4
	
	
	
	
	
1475076374	22.8
	
	
1475077285	22.2
	
	
	
1475078195	21.5
	
1475079070	20.9
	
	
1475079979	20.3
	
	
1475080890	19.6
	
	
1475081778	19.1
	
	
	
	
	
1475083586	18
	
1475084473	17.6
	
	
1475085370	17.4
	
	
1475086280	17.2
	
	
	
1475087189	17
	
1475088078	17.1
	
	
1475088975	17
	
	
	
1475089885	16.4
	
1475090772	16.1
	
	
1475091670	15.9
	
	
1475092581	15.8
	
	
1475093490	15.6
	
	
	
1475094377	15.6
	
1475095275	15.4
	
	
	
1475096198	14.7
	
	
	
	
1475097970	14
	
	
1475098880	13.9
	
	
1475099790	13.7
	
	
	
	
	
1475101575	13.3
	
	
1475102485	13.4
	
	
	
1475103395	13.4
	
1475104270	13.1
	
	
1475105180	12.8
	
	
1475106090	12.6
	
	
1475106977	12.9
	
	
	
	
	
1475108785	12.3
	
	
1475109673	12
	
	
	
1475110570	12.1
	
1475111480	12
	
	
	
1475112390	12
	
1475113277	12.1
	
	
1475114175	12.1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475129470	11.1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475136679	16.3
	
	
	
1475137589	17.2
	
	
	
	
	
	
	
	
	
	
	
	
	
1475143902	21.2
	
	
	
1475144777	21.4
	
1475145674	21.6
	
	
	
	
	
	
1475148370	22.5
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475167269	21.5
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475173569	18.2
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475179870	16
	
	
	
	
	
1475181702	15.8
	
	
	
	
	
1475184397	15.6
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475192469	15.4
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475200602	13.6
	
	
1475201477	13.6
	
	
1475202374	13.3
	
	
1475203285	13
	
	
	
	
	
1475205069	12.9
	
	
1475205979	13.5
	
	
	
1475206889	13.2
	
1475207777	13.6
	
	
1475208674	13.8
	
	
1475209584	13.8
	
	
1475210472	13.8
	
	
	
	
	
1475212279	13.2
	
	
	
	
	
1475214077	14.1
	
	
1475214974	14.3
	
	
	
1475215884	14.8
	
	
	
	
1475217669	15.7
	
	
1475218579	16.5
	
	
1475219489	17
	
	
	
	
	
1475221274	18.6
	
	
1475222219	19.3
	
	
1475223072	19.7
	
	
1475223982	19.9
	
	
	
	
	
1475225802	21.3
	
	
1475226677	21.7
	
	
	
1475227574	22.2
	
1475228484	22.6
	
	
	
1475229394	22
	
1475230269	21.7
	
	
1475231179	21.3
	
	
	
1475232102	22.7
	
1475232977	24.1
	
	
1475233874	24.8
	
	
1475234784	24.9
	
	
1475235672	26.1
	
	
	
1475236582	25.8
	
1475237479	24.6
	
	
	
	
	
1475239277	24.2
	
	
1475240174	24.3
	
	
	
1475241084	25.6
	
1475241972	23.8
	
	
	
	
	
1475243779	25
	
	
1475244689	24.6
	
	
	
	
	
1475246474	23.3
	
	
1475247385	22.9
	
	
1475248272	22.1
	
	
	
	
	
	
	
	
1475250989	20.3
	
	
	
	
	
	
1475252774	18.1
	
1475253684	17.4
	
	
	
1475254594	17
	
1475255469	16.7
	
	
1475256379	16.5
	
	
	
1475257289	16.2
	
1475258177	16
	
	
1475259074	15.7
	
	
1475259984	15.7
	
	
1475260872	15.9
	
	
	
	
	
1475262692	15.9
	
	
	
	
	
1475264477	15.3
	
	
1475265374	15.3
	
	
	
1475266284	14.8
	
1475267172	14.4
	
	
	
	
	
1475268979	13.6
	
	
1475269889	13.4
	
	
	
	
	
1475271674	13.6
	
	
	
	
	
1475273472	12.9
	
	
1475274382	12.6
	
	
	
1475275292	12.7
	
1475276189	12.4
	
	
1475277077	12.2
	
	
1475277974	12.1
	
	
1475278884	12.2
	
	
	
	
	
1475280669	12.1
	
	
1475281579	12.1
	
	
	
1475282489	12.1
	
1475283377	11.9
	
	
1475284274	12.1
	
	
1475285183	12.1
	
	
1475286072	12.4
	
	
	
1475286982	12.4
	
1475287879	12.2
	
	
	
	
	
1475289676	12.5
	
	
1475290574	12.8
	
	
1475291484	12.8
	
	
1475292372	12.8
	
	
	
	
	
1475294178	12.5
	
	
1475295089	12.1
	
	
	
	
	
1475296873	12.2
	
	
1475297784	12.2
	
	
	
1475298671	12.4
	
1475299582	11.7
	
	
	
	
	
1475301401	12.1
	
	
1475302277	12.2
	
	
1475303186	13
	
	
1475304097	13.9
	
	
	
	
	
1475305881	15.2
	
	
	
	
	
	
1475307689	17.3
	
1475308576	17.8
	
	
	
	
	
1475310384	19.9
	
	
1475311271	20.2
	
	
	
1475312182	20
	
1475313079	20.9
	
	
	
	
	
1475314876	22.8
	
	
1475315774	23.5
	
	
	
1475316683	23.5
	
1475317572	23.4
	
	
	
1475318504	23.4
	
	
1475319379	23.6
	
1475320288	22.3
	
	
	
	
	
1475322073	21.4
	
	
1475322983	22.5
	
	
1475323893	22.6
	
	
1475324768	21.7
	
	
	
	
	
1475326588	21.4
	
	
1475327476	22.2
	
	
	
	
	
1475329283	23.2
	
	
	
	
	
1475331068	21.9
	
	
1475331978	21.3
	
	
	
1475332889	20.9
	
1475333776	20.5
	
	
1475334674	19.6
	
	
1475335583	18.8
	
	
	
	
	
	
	
	
1475338279	17.4
	
	
	
	
	
1475340076	16.9
	
	
1475340974	16.7
	
	
	
	
	
1475342771	16.3
	
	
	
	
	
	
1475344578	16
	
1475345488	15.9
	
	
	
	
	
1475347273	16.1
	
	
1475348183	16.3
	
	
	
	
	
1475349982	15.4
	
	
	
	
	
1475351788	14.9
	
	
	
	
	
	
	
	
1475354483	14.4
	
	
1475355371	14.9
	
	
1475356281	14.8
	
	
1475357178	14.7
	
	
	
1475358088	14.7
	
1475358998	14.4
	
	
1475359873	14
	
	
1475360783	13.3
	
	
	
	
	
	
	
	
1475363478	12.8
	
	
	
	
	
1475365298	12.3
	
	
1475366173	12.2
	
	
	
	
	
1475367971	11.7
	
	
1475368868	11.7
	
	
	
1475369778	11.5
	
1475370688	11
	
	
	
	
	
1475372473	10.2
	
	
1475373383	10.3
	
	
	
	
	
1475375181	9.8
	
	
1475376078	9.6
	
	
1475376988	9.5
	
	
1475377876	9.3
	
	
	
	
	
1475379683	9.1
	
	
1475380571	8.9
	
	
1475381481	9.3
	
	
	
	
	
	
1475383288	10.3
	
1475384176	10.7
	
	
1475385073	10.9
	
	
1475385983	11.1
	
	
	
	
	
1475387781	11.3
	
	
1475388678	11.5
	
	
1475389588	12
	
	
	
1475390476	12.5
	
1475391373	13.3
	
	
	
	
	
1475393171	14.3
	
	
1475394082	14.9
	
	
	
1475394978	15.3
	
1475395888	15.6
	
	
	
1475396798	16.3
	
1475397673	17.3
	
	
1475398583	17.7
	
	
	
	
	
1475400381	17.8
	
	
1475401278	18.4
	
	
1475402188	18.5
	
	
1475403076	19.2
	
	
	
	
	
1475404883	19.4
	
	
1475405771	20.4
	
	
1475406681	20.6
	
	
1475407578	20.4
	
	
	
1475408488	19.2
	
1475409376	18
	
	
1475410273	16.6
	
	
1475411183	17.5
	
	
	
	
	
1475412981	20.3
	
	
1475413878	20.2
	
	
1475414788	20.4
	
	
	
1475415698	18.1
	
1475416573	19.4
	
	
	
	
	
1475418393	18.8
	
	
1475419281	18.3
	
	
	
1475420178	17.7
	
1475421088	17.5
	
	
	
1475422011	16.7
	
1475422873	16
	
	
	
	
	
	
	
	
1475425581	14.5
	
	
1475426478	13.9
	
	
1475427388	14.2
	
	
1475428298	13.1
	
	
	
	
	
1475430083	13.6
	
	
1475430971	13.7
	
	
1475431881	13.8
	
	
	
	
	
1475433688	13.8
	
	
1475434598	13.7
	
	
1475435473	13.5
	
	
1475436383	13.2
	
	
1475437271	12.8
	
	
	
1475438203	12.8
	
1475439079	12.6
	
	
1475439988	12.3
	
	
	
1475440877	11.7
	
1475441773	11.5
	
	
	
	
	
1475443593	12
	
	
1475444481	12
	
	
	
1475445378	12
	
1475446288	12
	
	
1475447176	12.1
	
	
1475448073	12.1
	
	
1475448983	12
	
	
	
	
	
1475450781	11.8
	
	
1475451678	11.6
	
	
1475452588	11.4
	
	
1475453476	11.4
	
	
	
	
	
1475455283	11.5
	
	
1475456193	11.5
	
	
1475457081	11.4
	
	
	
	
	
	
1475458889	11.6
	
1475459798	11.6
	
	
1475460673	11.6
	
	
	
1475461583	11.6
	
1475462471	11.6
	
	
	
	
	
1475464278	11.6
	
	
1475465188	11.6
	
	
	
1475466076	11.6
	
1475466973	11.6
	
	
	
	
	
1475468771	11.3
	
	
1475469681	11.3
	
	
	
1475470578	11.2
	
1475471488	11.2
	
	
	
	
	
1475473273	11.2
	
	
1475474183	11.2
	
	
	
	
	
1475475981	11.5
	
	
1475476878	11.6
	
	
1475477788	11.8
	
	
1475478676	12.2
	
	
	
	
	
1475480483	12.5
	
	
1475481371	12.6
	
	
	
1475482281	13.1
	
	
	
	
	
1475484088	14.7
	
1475484976	15.1
	
	
	
	
	
1475486783	15.4
	
	
1475487671	16
	
	
	
	
	
1475489478	17.1
	
	
1475490388	17.9
	
	
	
	
	
1475492173	18.9
	
	
	
	
	
1475493971	17
	
	
1475494881	19.3
	
	
	
	
	
1475496688	14.9
	
	
	
	
	
1475498486	17.4
	
	
1475499382	18.5
	
	
	
	
	
1475501181	17.5
	
	
1475502078	17.7
	
	
1475502988	17.2
	
	
1475503876	15.1
	
	
	
	
	
1475505683	16.2
	
	
1475506571	16.6
	
	
	
1475507481	15.1
	
	
	
	
1475509301	14.8
	
	
1475510176	14.8
	
	
1475511073	14.7
	
	
	
1475511983	14.1
	
1475512870	13.3
	
	
	
	
	
1475514678	11.6
	
	
1475515588	10.7
	
	
	
	
	
1475517373	9.7
	
	
	
	
	
1475519171	10.5
	
	
1475520081	10.7
	
	
	
	
	
1475521888	10.6
	
	
	
1475522798	10.3
	
1475523673	9.9
	
	
1475524583	9.9
	
	
	
	
	
1475526381	8.8
	
	
1475527278	8.6
	
	
	
1475528188	8.4
	
1475529076	8.9
	
	
1475529973	8.6
	
	
1475530883	8.9
	
	
1475531771	9.3
	
	
	
1475532680	9.2
	
	
	
	
	
	
	
1475535376	9.4
	
	
1475536273	8.5
	
	
	
1475537183	8.2
	
1475538071	8.1
	
	
	
	
	
1475539878	7.4
	
	
1475540788	7.4
	
	
	
	
	
1475542573	7.4
	
	
1475543483	7.2
	
	
1475544371	7.2
	
	
1475545281	7.5
	
	
	
	
	
1475547088	8
	
	
1475547976	7.9
	
	
1475548873	7.4
	
	
1475549782	7.2
	
	
1475550671	7.2
	
	
	
	
	
1475552478	7.2
	
	
	
1475553388	7
	
1475554276	7.3
	
	
1475555173	7.5
	
	
1475556083	7.8
	
	
1475556971	8
	
	
	
1475557882	8
	
1475558777	8.1
	
	
	
	
	
1475560576	8.7
	
	
1475561486	9.1
	
	
	
1475562383	9.5
	
1475563270	10.2
	
	
	
	
	
1475565078	10.8
	
	
1475565988	11.1
	
	
	
	
	
1475567773	12.4
	
	
1475568683	12.6
	
	
1475569571	12.6
	
	
1475570480	13.4
	
	
	
	
	
1475572288	13.6
	
	
1475573176	13.4
	
	
	
1475574073	14.5
	
1475574982	14.5
	
	
1475575870	15
	
	
	
	
	
1475577678	14.2
	
	
	
1475578588	13.8
	
1475579476	14.4
	
	
1475580373	15.6
	
	
1475581283	15.9
	
	
1475582170	15.5
	
	
	
1475583080	15.9
	
1475583978	16
	
	
	
	
	
1475585798	16.2
	
	
1475586673	16.8
	
	
	
1475587582	16.2
	
1475588470	17.1
	
	
1475589380	16.2
	
	
1475590278	16.6
	
	
1475591187	16.2
	
	
1475592097	15.3
	
	
1475592972	15.1
	
	
1475593883	14.4
	
	
1475594771	14
	
	
1475595681	13.6
	
	
1475596578	13.6
	
	
	
	
	
1475598376	12.6
	
	
	
1475599272	12
	
1475600183	10.7
	
	
1475601071	10
	
	
1475601981	9.6
	
	
	
	
	
	
1475603787	8.4
	
1475604698	8.1
	
	
1475605573	7.9
	
	
1475606482	7.3
	
	
1475607371	6.9
	
	
1475608302	6.6
	
	
1475609178	6.3
	
	
1475610088	6.1
	
	
1475610997	5.8
	
	
1475611873	5.6
	
	
	
1475612782	5.5
	
1475613693	5.3
	
	
1475614581	4.9
	
	
1475615478	4.7
	
	
1475616388	4.6
	
	
	
1475617298	4.5
	
1475618172	4.2
	
	
1475619082	4.5
	
	
	
1475619970	5.1
	
1475620880	5.1
	
	
	
	
	
1475622688	5.3
	
	
1475623598	5.5
	
	
	
1475624473	5.1
	
1475625382	4.3
	
	
	
	
	
	
	
	
1475628078	4.7
	
	
	
1475628988	4.9
	
1475629898	4.2
	
	
1475630773	3.8
	
	
1475631682	3.7
	
	
1475632571	3.7
	
	
	
1475633481	4.5
	
1475634377	4.9
	
	
	
1475635301	5
	
1475636198	4.8
	
	
1475637073	4.1
	
	
	
1475637983	4
	
1475638870	4.1
	
	
	
	
	
	
	
	
1475641588	3.3
	
	
	
1475642497	3
	
1475643373	2.9
	
	
1475644283	2.9
	
	
	
1475645171	2.9
	
1475646081	2.6
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1475650583	5.1
	
	
	
	
	
1475652381	6
	
	
1475653278	6.6
	
	
1475654188	6.8
	
	
1475655111	7.2
	
	
1475655972	7.9
	
	
1475656882	8.3
	
	
	
	
	
	
1475658681	9.9
	
1475659577	10.5
	
	
	
1475660501	10.4
	
	
	
	
1475662272	12.3
	
	
1475663196	11.4
	
	
1475664071	13.8
	
	
	
	
	
1475665891	12.2
	
	
1475666788	13.4
	
	
	
1475667698	13.1
	
1475668586	11.7
	
	
1475669483	14.2
	
	
1475670371	15.4
	
	
1475671281	13.2
	
	
	
	
	
1475673088	12.1
	
	
1475673976	14.5
	
	
	
	
	
1475675783	14.2
	
	
	
	
	
1475677582	14.7
	
	
1475678477	14.6
	
	
	
1475679387	15.3
	
1475680276	15.5
	
	
	
	
	
1475682082	12.8
	
	
1475682993	12.6
	
	
1475683902	12.5
	
	
1475684778	12
	
	
	
	
	
1475686576	10.6
	
	
1475687473	10.1
	
	
	
	
	
1475689271	9.6
	
	
	
	
	
	
1475691078	8.7
